term_id	term_description	gene_count	gene_ratio_str	gene_ratio	bg_ratio	p_value	adj_p_value	gene_symbols
Regulation Of Translation (GO:0006417)	Regulation Of Translation (GO:0006417)	5	5/202	0.024752475247524754	202	0.00019361231352232937	0.0309057739565799	ZAR1L;NOLC1;PLXNB2;GCN1;PATL2
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518)	Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518)	3	3/43	0.06976744186046512	43	0.00020119015054404125	0.0309057739565799	TMF1;ARID1A;SAFB
Nuclear Pore Complex Assembly (GO:0051292)	Nuclear Pore Complex Assembly (GO:0051292)	2	2/10	0.2	10	0.00030586608976532464	0.0309057739565799	TPR;NUP153
Regulation Of RNA Export From Nucleus (GO:0046831)	Regulation Of RNA Export From Nucleus (GO:0046831)	2	2/11	0.18181818181818182	11	0.00037320219519280473	0.0309057739565799	TPR;NUP153
Post-Transcriptional Regulation Of Gene Expression (GO:0010608)	Post-Transcriptional Regulation Of Gene Expression (GO:0010608)	3	3/57	0.05263157894736842	57	0.0004646939002139001	0.0309057739565799	YTHDC1;NOLC1;GCN1
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	4	4/137	0.029197080291970802	137	0.0004756360924467184	0.0309057739565799	ZAR1L;UBR4;EP300;PATL2
Negative Regulation Of Nucleocytoplasmic Transport (GO:0046823)	Negative Regulation Of Nucleocytoplasmic Transport (GO:0046823)	2	2/14	0.14285714285714285	14	0.0006143435877808394	0.0309057739565799	TPR;NUP153
Nuclear Pore Organization (GO:0006999)	Nuclear Pore Organization (GO:0006999)	2	2/14	0.14285714285714285	14	0.0006143435877808394	0.0309057739565799	TPR;NUP153
RNA Export From Nucleus (GO:0006405)	RNA Export From Nucleus (GO:0006405)	3	3/65	0.046153846153846156	65	0.000683420062921915	0.0309057739565799	YTHDC1;TPR;NUP153
Androgen Receptor Signaling Pathway (GO:0030521)	Androgen Receptor Signaling Pathway (GO:0030521)	2	2/17	0.11764705882352941	17	0.0009134779480079396	0.0337986840762937	TMF1;ARID1A
Intracellular Estrogen Receptor Signaling Pathway (GO:0030520)	Intracellular Estrogen Receptor Signaling Pathway (GO:0030520)	2	2/17	0.11764705882352941	17	0.0009134779480079396	0.0337986840762937	ARID1A;SAFB
Import Into Nucleus (GO:0051170)	Import Into Nucleus (GO:0051170)	3	3/74	0.04054054054054054	74	0.0009973504786278135	0.03382680373346	TPR;KPNA7;NUP153
Pore Complex Assembly (GO:0046931)	Pore Complex Assembly (GO:0046931)	2	2/19	0.10526315789473684	19	0.0011446742913488	0.0350421128982752	TPR;NUP153
Protein Import Into Nucleus (GO:0006606)	Protein Import Into Nucleus (GO:0006606)	3	3/79	0.0379746835443038	79	0.0012053798048546	0.0350421128982752	TPR;KPNA7;NUP153
Establishment Of Protein Localization To Organelle (GO:0072594)	Establishment Of Protein Localization To Organelle (GO:0072594)	3	3/85	0.03529411764705882	85	0.0014887819789688	0.0403956176960223	TPR;KPNA7;NUP153
Positive Regulation Of Protein Import Into Nucleus (GO:0042307)	Positive Regulation Of Protein Import Into Nucleus (GO:0042307)	2	2/28	0.07142857142857142	28	0.0024920299343631	0.0633910114553618	TPR;EP300
Negative Regulation Of Translation (GO:0017148)	Negative Regulation Of Translation (GO:0017148)	3	3/107	0.028037383177570093	107	0.0028717623388725	0.0687533689365359	ZAR1L;TPR;PATL2
Chromatin Remodeling (GO:0006338)	Chromatin Remodeling (GO:0006338)	4	4/228	0.017543859649122806	228	0.0031109918933912	0.0703429833672352	CECR2;TRIP12;ARID1A;EZHIP
Regulation Of mRNA Processing (GO:0050684)	Regulation Of mRNA Processing (GO:0050684)	2	2/35	0.05714285714285714	35	0.0038764392228193	0.0830374086151298	YTHDC1;SAFB
Protein Localization To Nucleus (GO:0034504)	Protein Localization To Nucleus (GO:0034504)	3	3/122	0.02459016393442623	122	0.0041542291090751	0.0845385623696789	TPR;KPNA7;NUP153
Regulation Of Protein Import Into Nucleus (GO:0042306)	Regulation Of Protein Import Into Nucleus (GO:0042306)	2	2/38	0.05263157894736842	38	0.0045568847816412	0.0848522435687847	TPR;EP300
RNA Transport (GO:0050658)	RNA Transport (GO:0050658)	2	2/39	0.05128205128205128	39	0.0047950899314055	0.0848522435687847	TPR;NUP153
Nuclear Transport (GO:0051169)	Nuclear Transport (GO:0051169)	2	2/39	0.05128205128205128	39	0.0047950899314055	0.0848522435687847	TPR;NUP153
Regulation Of Amide Metabolic Process (GO:0034248)	Regulation Of Amide Metabolic Process (GO:0034248)	2	2/41	0.04878048780487805	41	0.0052884017396872	0.089682479502196	NOLC1;GCN1
Chromatin Organization (GO:0006325)	Chromatin Organization (GO:0006325)	4	4/268	0.014925373134328358	268	0.005517189738617	0.0898198489446858	CECR2;SAFB;ARID1A;EZHIP
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	2	2/44	0.045454545454545456	44	0.0060701685595865	0.0950214847596817	TPR;EP300
Nuclear Export (GO:0051168)	Nuclear Export (GO:0051168)	2	2/49	0.04081632653061224	49	0.0074825779929044	0.1127929349300784	TPR;NUP153
Nucleocytoplasmic Transport (GO:0006913)	Nucleocytoplasmic Transport (GO:0006913)	2	2/50	0.04	50	0.0077812124839393	0.1131054814629752	TPR;NUP153
Regulation Of Macromolecule Biosynthetic Process (GO:0010556)	Regulation Of Macromolecule Biosynthetic Process (GO:0010556)	2	2/53	0.03773584905660377	53	0.0087088930891702	0.1222248099066306	NOLC1;GCN1
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	4	4/319	0.012539184952978056	319	0.0100703310988855	0.1260651559884453	CDC20B;AMN1;UBE4A;TRIP12
mRNA Transport (GO:0051028)	mRNA Transport (GO:0051028)	2	2/58	0.034482758620689655	58	0.0103592144891482	0.1260651559884453	YTHDC1;TPR
protein-DNA Complex Organization (GO:0071824)	protein-DNA Complex Organization (GO:0071824)	2	2/60	0.03333333333333333	60	0.0110551402595005	0.1260651559884453	SAFB;EZHIP
Fat Cell Differentiation (GO:0045444)	Fat Cell Differentiation (GO:0045444)	2	2/62	0.03225806451612903	62	0.0117711818657454	0.1260651559884453	OSBPL8;EP300
mRNA Export From Nucleus (GO:0006406)	mRNA Export From Nucleus (GO:0006406)	2	2/62	0.03225806451612903	62	0.0117711818657454	0.1260651559884453	YTHDC1;TPR
Negative Regulation Of Endoplasmic Reticulum Calcium Ion Concentration (GO:0032471)	Negative Regulation Of Endoplasmic Reticulum Calcium Ion Concentration (GO:0032471)	1	1/5	0.2	5	0.0131811515812902	0.1260651559884453	THADA
Negative Regulation Of Sequestering Of Triglyceride (GO:0010891)	Negative Regulation Of Sequestering Of Triglyceride (GO:0010891)	1	1/5	0.2	5	0.0131811515812902	0.1260651559884453	OSBPL8
Regulation Of mRNA Export From Nucleus (GO:0010793)	Regulation Of mRNA Export From Nucleus (GO:0010793)	1	1/5	0.2	5	0.0131811515812902	0.1260651559884453	TPR
Neuroblast Proliferation (GO:0007405)	Neuroblast Proliferation (GO:0007405)	1	1/5	0.2	5	0.0131811515812902	0.1260651559884453	PLXNB2
Regulation Of Ribonucleoprotein Complex Localization (GO:2000197)	Regulation Of Ribonucleoprotein Complex Localization (GO:2000197)	1	1/5	0.2	5	0.0131811515812902	0.1260651559884453	TPR
Dendrite Extension (GO:0097484)	Dendrite Extension (GO:0097484)	1	1/5	0.2	5	0.0131811515812902	0.1260651559884453	SLC9A6
Ear Development (GO:0043583)	Ear Development (GO:0043583)	1	1/5	0.2	5	0.0131811515812902	0.1260651559884453	SHROOM2
tRNA Modification (GO:0006400)	tRNA Modification (GO:0006400)	2	2/67	0.029850746268656716	67	0.0136478264148213	0.1260651559884453	QTRT2;THADA
Modification-Dependent Protein Catabolic Process (GO:0019941)	Modification-Dependent Protein Catabolic Process (GO:0019941)	3	3/192	0.015625	192	0.0143545663373826	0.1260651559884453	UBR4;UBE4A;TRIP12
Regulation Of Cellular Biosynthetic Process (GO:0031326)	Regulation Of Cellular Biosynthetic Process (GO:0031326)	2	2/70	0.02857142857142857	70	0.0148320510028186	0.1260651559884453	NOLC1;GCN1
Regulation Of Hydrolase Activity (GO:0051336)	Regulation Of Hydrolase Activity (GO:0051336)	2	2/71	0.028169014084507043	71	0.0152363349672646	0.1260651559884453	RABGAP1;PLXNB2
Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	2	2/72	0.027777777777777776	72	0.0156453450710385	0.1260651559884453	TPR;EP300
Auditory Receptor Cell Morphogenesis (GO:0002093)	Auditory Receptor Cell Morphogenesis (GO:0002093)	1	1/6	0.16666666666666666	6	0.0157968622983064	0.1260651559884453	TPRN
Auditory Receptor Cell Stereocilium Organization (GO:0060088)	Auditory Receptor Cell Stereocilium Organization (GO:0060088)	1	1/6	0.16666666666666666	6	0.0157968622983064	0.1260651559884453	TPRN
protein-DNA Covalent Cross-Linking Repair (GO:0106300)	protein-DNA Covalent Cross-Linking Repair (GO:0106300)	1	1/6	0.16666666666666666	6	0.0157968622983064	0.1260651559884453	GCNA
Pyrimidine Ribonucleotide Biosynthetic Process (GO:0009220)	Pyrimidine Ribonucleotide Biosynthetic Process (GO:0009220)	1	1/6	0.16666666666666666	6	0.0157968622983064	0.1260651559884453	CAD
Citrulline Metabolic Process (GO:0000052)	Citrulline Metabolic Process (GO:0000052)	1	1/6	0.16666666666666666	6	0.0157968622983064	0.1260651559884453	CAD
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032)	Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032)	2	2/75	0.02666666666666667	75	0.0169004638400652	0.1291577401332533	RABGAP1;MYO10
Regulation Of Heterochromatin Formation (GO:0031445)	Regulation Of Heterochromatin Formation (GO:0031445)	1	1/7	0.14285714285714285	7	0.0184057713212007	0.1291577401332533	TPR
Negative Regulation Of Protein K63-linked Ubiquitination (GO:1900045)	Negative Regulation Of Protein K63-linked Ubiquitination (GO:1900045)	1	1/7	0.14285714285714285	7	0.0184057713212007	0.1291577401332533	TRIP12
Phosphatidylserine Acyl-Chain Remodeling (GO:0036150)	Phosphatidylserine Acyl-Chain Remodeling (GO:0036150)	1	1/7	0.14285714285714285	7	0.0184057713212007	0.1291577401332533	OSBPL8
Cellular Response To Interferon-Alpha (GO:0035457)	Cellular Response To Interferon-Alpha (GO:0035457)	1	1/7	0.14285714285714285	7	0.0184057713212007	0.1291577401332533	TPR
Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894)	Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894)	1	1/7	0.14285714285714285	7	0.0184057713212007	0.1291577401332533	THADA
Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA (GO:0000290)	Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA (GO:0000290)	1	1/7	0.14285714285714285	7	0.0184057713212007	0.1291577401332533	PATL2
Cytoskeleton-Dependent Cytokinesis (GO:0061640)	Cytoskeleton-Dependent Cytokinesis (GO:0061640)	2	2/81	0.024691358024691357	81	0.0195347097808812	0.1347563878104861	CECR2;KIF23
Epigenetic Regulation Of Gene Expression (GO:0040029)	Epigenetic Regulation Of Gene Expression (GO:0040029)	2	2/83	0.024096385542168676	83	0.0204487652072749	0.1361733642837767	EP300;EZHIP
Internal Protein Amino Acid Acetylation (GO:0006475)	Internal Protein Amino Acid Acetylation (GO:0006475)	1	1/8	0.125	8	0.0210078957630911	0.1361733642837767	EP300
Semaphorin-Plexin Signaling Pathway Involved In Axon Guidance (GO:1902287)	Semaphorin-Plexin Signaling Pathway Involved In Axon Guidance (GO:1902287)	1	1/8	0.125	8	0.0210078957630911	0.1361733642837767	PLXNB2
Regulation Of Double-Strand Break Repair (GO:2000779)	Regulation Of Double-Strand Break Repair (GO:2000779)	2	2/88	0.022727272727272728	88	0.0228106365369672	0.1361733642837767	TRIP12;ARID1A
Excitatory Synapse Assembly (GO:1904861)	Excitatory Synapse Assembly (GO:1904861)	1	1/9	0.1111111111111111	9	0.0236032527677602	0.1361733642837767	PLXNB2
Apical Protein Localization (GO:0045176)	Apical Protein Localization (GO:0045176)	1	1/9	0.1111111111111111	9	0.0236032527677602	0.1361733642837767	SHROOM2
Regulation Of Postsynaptic Neurotransmitter Receptor Activity (GO:0098962)	Regulation Of Postsynaptic Neurotransmitter Receptor Activity (GO:0098962)	1	1/9	0.1111111111111111	9	0.0236032527677602	0.1361733642837767	DLGAP4
Camera-Type Eye Morphogenesis (GO:0048593)	Camera-Type Eye Morphogenesis (GO:0048593)	1	1/9	0.1111111111111111	9	0.0236032527677602	0.1361733642837767	SHROOM2
Peptidyl-Lysine Acetylation (GO:0018394)	Peptidyl-Lysine Acetylation (GO:0018394)	1	1/9	0.1111111111111111	9	0.0236032527677602	0.1361733642837767	EP300
Regulation Of RNA Polymerase II Regulatory Region Sequence-Specific DNA Binding (GO:1903025)	Regulation Of RNA Polymerase II Regulatory Region Sequence-Specific DNA Binding (GO:1903025)	1	1/9	0.1111111111111111	9	0.0236032527677602	0.1361733642837767	EP300
Dosage Compensation (GO:0007549)	Dosage Compensation (GO:0007549)	1	1/9	0.1111111111111111	9	0.0236032527677602	0.1361733642837767	YTHDC1
Positive Regulation Of Neuron Projection Development (GO:0010976)	Positive Regulation Of Neuron Projection Development (GO:0010976)	2	2/92	0.021739130434782608	92	0.0247773818256047	0.1361733642837767	EP300;PLXNB2
Negative Regulation Of Amide Metabolic Process (GO:0034249)	Negative Regulation Of Amide Metabolic Process (GO:0034249)	2	2/93	0.021505376344086023	93	0.0252795878205352	0.1361733642837767	ZAR1L;PATL2
Hematopoietic Stem Cell Proliferation (GO:0071425)	Hematopoietic Stem Cell Proliferation (GO:0071425)	1	1/10	0.1	10	0.0261918594705427	0.1361733642837767	YJEFN3
Alpha-Amino Acid Biosynthetic Process (GO:1901607)	Alpha-Amino Acid Biosynthetic Process (GO:1901607)	1	1/10	0.1	10	0.0261918594705427	0.1361733642837767	CAD
Regulation Of Mitotic Sister Chromatid Separation (GO:0010965)	Regulation Of Mitotic Sister Chromatid Separation (GO:0010965)	1	1/10	0.1	10	0.0261918594705427	0.1361733642837767	TPR
Mitotic Spindle Elongation (GO:0000022)	Mitotic Spindle Elongation (GO:0000022)	1	1/10	0.1	10	0.0261918594705427	0.1361733642837767	KIF23
Mitotic Spindle Midzone Assembly (GO:0051256)	Mitotic Spindle Midzone Assembly (GO:0051256)	1	1/10	0.1	10	0.0261918594705427	0.1361733642837767	KIF23
Regulation Of Protein Metabolic Process (GO:0051246)	Regulation Of Protein Metabolic Process (GO:0051246)	2	2/96	0.020833333333333332	96	0.0268110563829108	0.1361733642837767	NOLC1;GCN1
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)	Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)	2	2/98	0.02040816326530612	98	0.0278524987743966	0.1361733642837767	ZAR1L;PATL2
Positive Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267)	Positive Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267)	1	1/11	0.09090909090909091	11	0.0287737329936235	0.1361733642837767	TPR
P-body Assembly (GO:0033962)	P-body Assembly (GO:0033962)	1	1/11	0.09090909090909091	11	0.0287737329936235	0.1361733642837767	PATL2
Inner Ear Receptor Cell Stereocilium Organization (GO:0060122)	Inner Ear Receptor Cell Stereocilium Organization (GO:0060122)	1	1/11	0.09090909090909091	11	0.0287737329936235	0.1361733642837767	TPRN
Positive Regulation Of Spindle Checkpoint (GO:0090232)	Positive Regulation Of Spindle Checkpoint (GO:0090232)	1	1/11	0.09090909090909091	11	0.0287737329936235	0.1361733642837767	TPR
Methylguanosine-Cap Decapping (GO:0110156)	Methylguanosine-Cap Decapping (GO:0110156)	1	1/11	0.09090909090909091	11	0.0287737329936235	0.1361733642837767	PATL2
Dosage Compensation By Inactivation Of X Chromosome (GO:0009048)	Dosage Compensation By Inactivation Of X Chromosome (GO:0009048)	1	1/11	0.09090909090909091	11	0.0287737329936235	0.1361733642837767	YTHDC1
Regulation Of Cell Cycle Checkpoint (GO:1901976)	Regulation Of Cell Cycle Checkpoint (GO:1901976)	1	1/11	0.09090909090909091	11	0.0287737329936235	0.1361733642837767	WDR76
rRNA Processing (GO:0006364)	rRNA Processing (GO:0006364)	2	2/101	0.019801980198019802	101	0.0294448707883256	0.137193531305941	LAS1L;NOLC1
Regulation Of Chromosome Separation (GO:1905818)	Regulation Of Chromosome Separation (GO:1905818)	1	1/12	0.08333333333333333	12	0.0313488904458292	0.137193531305941	TPR
Positive Regulation Of Protein Export From Nucleus (GO:0046827)	Positive Regulation Of Protein Export From Nucleus (GO:0046827)	1	1/12	0.08333333333333333	12	0.0313488904458292	0.137193531305941	TPR
Cellular Component Maintenance (GO:0043954)	Cellular Component Maintenance (GO:0043954)	1	1/12	0.08333333333333333	12	0.0313488904458292	0.137193531305941	TPRN
Cellular Response To Leucine Starvation (GO:1990253)	Cellular Response To Leucine Starvation (GO:1990253)	1	1/12	0.08333333333333333	12	0.0313488904458292	0.137193531305941	GCN1
Regulation Of Actomyosin Structure Organization (GO:0110020)	Regulation Of Actomyosin Structure Organization (GO:0110020)	1	1/12	0.08333333333333333	12	0.0313488904458292	0.137193531305941	AKAP13
Semaphorin-Plexin Signaling Pathway Involved In Neuron Projection Guidance (GO:1902285)	Semaphorin-Plexin Signaling Pathway Involved In Neuron Projection Guidance (GO:1902285)	1	1/12	0.08333333333333333	12	0.0313488904458292	0.137193531305941	PLXNB2
Regulation Of Cellular Response To Stress (GO:0080135)	Regulation Of Cellular Response To Stress (GO:0080135)	2	2/107	0.018691588785046728	107	0.0327359896743093	0.1417398701855735	EP300;WDR76
Positive Regulation Of Heterochromatin Formation (GO:0031453)	Positive Regulation Of Heterochromatin Formation (GO:0031453)	1	1/13	0.07692307692307693	13	0.0339173488988434	0.1423130000188586	TPR
Glutamine Metabolic Process (GO:0006541)	Glutamine Metabolic Process (GO:0006541)	1	1/13	0.07692307692307693	13	0.0339173488988434	0.1423130000188586	CAD
Negative Regulation Of Translational Initiation (GO:0045947)	Negative Regulation Of Translational Initiation (GO:0045947)	1	1/13	0.07692307692307693	13	0.0339173488988434	0.1423130000188586	TPR
Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717)	Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717)	1	1/14	0.07142857142857142	14	0.0364791253950767	0.1458979233821973	UBR4
Membrane Raft Organization (GO:0031579)	Membrane Raft Organization (GO:0031579)	1	1/14	0.07142857142857142	14	0.0364791253950767	0.1458979233821973	YJEFN3
Regulation Of Sequestering Of Triglyceride (GO:0010889)	Regulation Of Sequestering Of Triglyceride (GO:0010889)	1	1/14	0.07142857142857142	14	0.0364791253950767	0.1458979233821973	OSBPL8
Regulation Of Carbohydrate Catabolic Process (GO:0043470)	Regulation Of Carbohydrate Catabolic Process (GO:0043470)	1	1/14	0.07142857142857142	14	0.0364791253950767	0.1458979233821973	EP300
Regulation Of Cellular Response To Heat (GO:1900034)	Regulation Of Cellular Response To Heat (GO:1900034)	1	1/15	0.06666666666666667	15	0.0390342369458394	0.1458979233821973	EP300
Stem Cell Development (GO:0048864)	Stem Cell Development (GO:0048864)	1	1/15	0.06666666666666667	15	0.0390342369458394	0.1458979233821973	NOLC1
Negative Regulation Of Gluconeogenesis (GO:0045721)	Negative Regulation Of Gluconeogenesis (GO:0045721)	1	1/15	0.06666666666666667	15	0.0390342369458394	0.1458979233821973	EP300
N-terminal Protein Amino Acid Acetylation (GO:0006474)	N-terminal Protein Amino Acid Acetylation (GO:0006474)	1	1/15	0.06666666666666667	15	0.0390342369458394	0.1458979233821973	EP300
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	1	1/15	0.06666666666666667	15	0.0390342369458394	0.1458979233821973	AKAP13
Regulation Of mRNA Metabolic Process (GO:1903311)	Regulation Of mRNA Metabolic Process (GO:1903311)	1	1/15	0.06666666666666667	15	0.0390342369458394	0.1458979233821973	SAFB
Positive Regulation Of Cell Cycle Process (GO:0090068)	Positive Regulation Of Cell Cycle Process (GO:0090068)	2	2/118	0.01694915254237288	118	0.0391234450337088	0.1458979233821973	TPR;KIF23
Positive Regulation Of Cell Projection Organization (GO:0031346)	Positive Regulation Of Cell Projection Organization (GO:0031346)	2	2/118	0.01694915254237288	118	0.0391234450337088	0.1458979233821973	EP300;PLXNB2
Establishment Of Melanosome Localization (GO:0032401)	Establishment Of Melanosome Localization (GO:0032401)	1	1/16	0.0625	16	0.0415827005217073	0.1458979233821973	SHROOM2
DNA Repair-Dependent Chromatin Remodeling (GO:0140861)	DNA Repair-Dependent Chromatin Remodeling (GO:0140861)	1	1/16	0.0625	16	0.0415827005217073	0.1458979233821973	TRIP12
Apoptotic Nuclear Changes (GO:0030262)	Apoptotic Nuclear Changes (GO:0030262)	1	1/16	0.0625	16	0.0415827005217073	0.1458979233821973	CECR2
Regulation Of Nucleocytoplasmic Transport (GO:0046822)	Regulation Of Nucleocytoplasmic Transport (GO:0046822)	1	1/16	0.0625	16	0.0415827005217073	0.1458979233821973	TPR
Maturation Of 5.8S rRNA (GO:0000460)	Maturation Of 5.8S rRNA (GO:0000460)	1	1/16	0.0625	16	0.0415827005217073	0.1458979233821973	LAS1L
Positive Regulation By Host Of Viral Transcription (GO:0043923)	Positive Regulation By Host Of Viral Transcription (GO:0043923)	1	1/16	0.0625	16	0.0415827005217073	0.1458979233821973	EP300
Negative Regulation Of ATP-dependent Activity (GO:0032780)	Negative Regulation Of ATP-dependent Activity (GO:0032780)	1	1/16	0.0625	16	0.0415827005217073	0.1458979233821973	THADA
Gene Expression (GO:0010467)	Gene Expression (GO:0010467)	3	3/296	0.010135135135135136	296	0.0437031872197084	0.1460809141909089	ZAR1L;YTHDC1;TPR
Positive Regulation Of Intracellular Protein Transport (GO:0090316)	Positive Regulation Of Intracellular Protein Transport (GO:0090316)	2	2/126	0.015873015873015872	126	0.0440419356381612	0.1460809141909089	TPR;EP300
NLS-bearing Protein Import Into Nucleus (GO:0006607)	NLS-bearing Protein Import Into Nucleus (GO:0006607)	1	1/17	0.058823529411764705	17	0.0441245330608975	0.1460809141909089	KPNA7
Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)	Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)	1	1/17	0.058823529411764705	17	0.0441245330608975	0.1460809141909089	TPR
Regulation Of Tubulin Deacetylation (GO:0090043)	Regulation Of Tubulin Deacetylation (GO:0090043)	1	1/17	0.058823529411764705	17	0.0441245330608975	0.1460809141909089	EP300
Response To Interferon-Alpha (GO:0035455)	Response To Interferon-Alpha (GO:0035455)	1	1/17	0.058823529411764705	17	0.0441245330608975	0.1460809141909089	TPR
Regulation Of DNA Repair (GO:0006282)	Regulation Of DNA Repair (GO:0006282)	2	2/129	0.015503875968992248	129	0.0459429677254468	0.1460809141909089	TRIP12;ARID1A
Negative Regulation Of Lipid Storage (GO:0010888)	Negative Regulation Of Lipid Storage (GO:0010888)	1	1/18	0.05555555555555555	18	0.0466597514614696	0.1460809141909089	OSBPL8
Adrenergic Receptor Signaling Pathway (GO:0071875)	Adrenergic Receptor Signaling Pathway (GO:0071875)	1	1/18	0.05555555555555555	18	0.0466597514614696	0.1460809141909089	AKAP13
Neural Crest Cell Differentiation (GO:0014033)	Neural Crest Cell Differentiation (GO:0014033)	1	1/18	0.05555555555555555	18	0.0466597514614696	0.1460809141909089	NOLC1
Regulation Of Nervous System Process (GO:0031644)	Regulation Of Nervous System Process (GO:0031644)	1	1/18	0.05555555555555555	18	0.0466597514614696	0.1460809141909089	DLGAP4
Regulation Of Protein Deacetylation (GO:0090311)	Regulation Of Protein Deacetylation (GO:0090311)	1	1/18	0.05555555555555555	18	0.0466597514614696	0.1460809141909089	EP300
Melanosome Localization (GO:0032400)	Melanosome Localization (GO:0032400)	1	1/18	0.05555555555555555	18	0.0466597514614696	0.1460809141909089	SHROOM2
Regulation Of DNA Damage Checkpoint (GO:2000001)	Regulation Of DNA Damage Checkpoint (GO:2000001)	1	1/18	0.05555555555555555	18	0.0466597514614696	0.1460809141909089	WDR76
Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922)	Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922)	1	1/19	0.05263157894736842	19	0.049188372572355	0.1472034385069742	UBR4
Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)	Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)	1	1/19	0.05263157894736842	19	0.049188372572355	0.1472034385069742	EP300
DNA Catabolic Process (GO:0006308)	DNA Catabolic Process (GO:0006308)	1	1/19	0.05263157894736842	19	0.049188372572355	0.1472034385069742	CECR2
Eye Morphogenesis (GO:0048592)	Eye Morphogenesis (GO:0048592)	1	1/19	0.05263157894736842	19	0.049188372572355	0.1472034385069742	SHROOM2
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)	Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)	1	1/19	0.05263157894736842	19	0.049188372572355	0.1472034385069742	EP300
Cellular Response To Lectin (GO:1990858)	Cellular Response To Lectin (GO:1990858)	1	1/19	0.05263157894736842	19	0.049188372572355	0.1472034385069742	EP300
Regulation Of Mitotic Spindle Assembly (GO:1901673)	Regulation Of Mitotic Spindle Assembly (GO:1901673)	1	1/20	0.05	20	0.051710413228189	0.1503295584562354	TPR
Maturation Of LSU-rRNA (GO:0000470)	Maturation Of LSU-rRNA (GO:0000470)	1	1/20	0.05	20	0.051710413228189	0.1503295584562354	LAS1L
Phosphatidylserine Metabolic Process (GO:0006658)	Phosphatidylserine Metabolic Process (GO:0006658)	1	1/20	0.05	20	0.051710413228189	0.1503295584562354	OSBPL8
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469)	1	1/20	0.05	20	0.051710413228189	0.1503295584562354	THADA
Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)	Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)	1	1/21	0.047619047619047616	21	0.0542258902012346	0.1543352259573602	CDC20B
Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679)	Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679)	1	1/21	0.047619047619047616	21	0.0542258902012346	0.1543352259573602	EP300
Sodium Ion Import Across Plasma Membrane (GO:0098719)	Sodium Ion Import Across Plasma Membrane (GO:0098719)	1	1/21	0.047619047619047616	21	0.0542258902012346	0.1543352259573602	SLC9A6
Intracellular Protein Transport (GO:0006886)	Intracellular Protein Transport (GO:0006886)	3	3/325	0.009230769230769232	325	0.0549220570362489	0.1552310917621759	TPR;KPNA7;NUP153
Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143)	Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143)	1	1/22	0.045454545454545456	22	0.0567348202331589	0.1560207556411871	EP300
Regulation Of Protein Export From Nucleus (GO:0046825)	Regulation Of Protein Export From Nucleus (GO:0046825)	1	1/22	0.045454545454545456	22	0.0567348202331589	0.1560207556411871	TPR
